日期,憤怒,羨慕,恐懼,悲傷,希望,快樂,愛,厭惡,不滿,Score,Sleep,Sleeptime,AvgHeartRate,SocialApp,GameApp,FunApp,OtherApp,Temperture,Humidity,Sunshine,Airquality
2019/4/2,1,4,6,0,0,7,0,0,0,10004,4,1,0,0.43 ,0.12 ,0.45 ,0.00 ,2,3,2,2
2019/4/3,0,0,0,0,0,5,2,0,0,10003,4,2,0,0.73 ,0.27 ,0.00 ,0.00 ,2,3,2,1
2019/4/4,0,0,0,0,5,0,0,0,0,10003,4,2,0,0.65 ,0.00 ,0.35 ,0.00 ,2,3,2,2
2019/4/5,8,0,0,8,0,5,6,8,8,10004,4,3,0,0.62 ,0.19 ,0.19 ,0.00 ,2,3,2,2
2019/4/6,0,8,0,0,8,10,7,0,0,10001,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/7,10,0,0,0,4,5,10,10,10,10005,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,3
2019/4/8,0,0,0,0,6,5,4,0,0,10003,4,1,0,0.22 ,0.00 ,0.78 ,0.00 ,2,3,2,3
2019/4/9,10,0,0,10,0,0,0,10,10,10005,4,1,0,0.89 ,0.06 ,0.05 ,0.00 ,2,3,2,2
2019/4/10,10,1,0,7,2,2,0,10,10,10004,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/11,0,0,0,0,0,0,0,0,0,10003,4,1,0,0.61 ,0.00 ,0.39 ,0.00 ,2,3,2,1
2019/4/12,0,0,7,0,0,5,7,0,0,10001,4,1,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/4/13,7,0,0,0,0,0,0,6,6,10005,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/4/14,0,0,8,7,0,0,5,10,10,10004,4,1,0,0.81 ,0.19 ,0.00 ,0.00 ,2,3,2,2
2019/4/15,0,0,2,0,0,7,5,0,0,10003,4,1,0,0.88 ,0.00 ,0.00 ,0.12 ,2,3,2,2
2019/4/16,0,0,0,10,0,0,0,0,0,10002,4,1,0,0.79 ,0.11 ,0.10 ,0.00 ,2,3,2,1
2019/5/2,7,5,0,10,0,0,0,10,0,10004,4,2,0,0.56 ,0.21 ,0.00 ,0.23 ,2,3,2,2
2019/5/4,1,0,1,0,0,10,10,0,0,10001,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,2
2019/5/5,0,0,0,0,5,5,6,0,0,10003,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,0,2,2,2
2019/5/6,0,0,4,0,0,7,6,0,2,10001,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/5/7,0,0,0,0,0,0,5,0,0,10003,4,2,0,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/5/8,0,0,5,0,0,1,2,0,0,10003,4,1,0,0.52 ,0.48 ,0.00 ,0.00 ,2,3,2,2
2019/5/12,10,0,0,0,0,10,10,10,10,10001,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/13,10,0,2,0,0,0,0,10,10,10005,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,2
2019/5/14,1,0,0,0,0,0,0,10,10,10005,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,0,3,2,2
2019/5/15,0,0,0,0,0,10,0,0,0,10001,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,1,2
2019/5/16,0,0,0,5,6,5,0,0,0,10003,4,2,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/18,0,0,0,0,6,5,8,0,0,10001,4,1,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/19,0,0,0,0,0,10,10,0,0,10001,4,2,0,0.37 ,0.12 ,0.51 ,0.00 ,3,3,2,1
2019/5/20,4,0,0,0,0,2,0,0,5,10005,4,3,0,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/5/21,1,0,0,0,5,5,0,0,0,10001,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,3
2019/5/22,0,0,0,0,0,4,0,0,0,10003,4,1,2,0.00 ,0.00 ,0.00 ,0.00 ,2,2,2,1
2019/5/23,0,0,0,0,0,3,0,0,0,10001,4,3,2,0.63 ,0.18 ,0.18 ,0.00 ,2,3,2,2
2019/5/24,0,5,0,10,0,10,10,0,1,10001,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,3,2,2,2
2019/5/25,0,0,0,0,0,10,10,0,0,10001,4,1,1,0.64 ,0.00 ,0.13 ,0.23 ,3,2,2,1
2019/5/26,0,0,0,0,0,10,10,0,0,10001,4,3,1,0.26 ,0.00 ,0.74 ,0.00 ,3,3,2,2
2019/5/27,0,0,0,0,0,0,0,0,0,10003,4,3,1,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/5/28,0,0,5,0,0,0,0,1,2,10003,4,2,3,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,2
2019/5/29,0,0,2,0,8,2,5,0,0,10003,4,2,2,0.72 ,0.00 ,0.28 ,0.00 ,2,3,2,2
2019/6/1,0,0,0,0,0,10,10,0,0,10001,4,1,2,0.79 ,0.00 ,0.21 ,0.00 ,3,3,2,2
2019/6/2,0,0,0,0,0,10,10,0,0,10001,4,3,1,0.26 ,0.00 ,0.74 ,0.00 ,3,3,2,1
2019/6/3,0,0,0,0,0,0,0,2,0,10003,3,3,0,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/4,0,0,7,0,0,0,0,0,0,10004,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/5,10,2,0,10,0,10,5,10,10,10001,0,0,3,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/6,10,0,0,0,0,0,10,1,10,10001,0,0,1,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/7,10,0,0,10,0,10,0,10,10,10002,3,1,1,0.80 ,0.00 ,0.20 ,0.00 ,3,3,2,1
2019/6/8,0,0,0,0,0,10,10,10,0,10001,4,1,3,0.49 ,0.10 ,0.41 ,0.00 ,3,3,2,1
2019/6/9,0,0,10,0,0,0,8,0,0,10002,4,3,2,0.50 ,0.00 ,0.50 ,0.00 ,3,3,2,1
2019/6/10,0,0,8,0,0,4,0,5,4,10004,4,3,3,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/11,0,0,10,7,0,4,0,0,4,10004,3,3,2,1.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/6/12,10,0,0,0,4,5,6,10,10,10005,4,1,2,0.86 ,0.14 ,0.00 ,0.00 ,2,3,2,1
